"T","RH","AH","CO","NOx","NO2","O3"
14.7,80.7,1.3414,-200,-200,-200,631
14.5,82.1,1.3493,-200,-200,-200,683
15,78.4,1.3333,-200,-200,-200,654
14.5,80.5,1.3221,-200,-200,-200,759
14.6,79,1.3082,-200,-200,-200,876
15,74.8,1.2672,-200,-200,-200,926
15.9,70.4,1.2658,-200,-200,-200,1091
17.4,62.3,1.2282,-200,-200,-200,1045
21.3,42.9,1.0727,-200,-200,-200,928
22,38.9,1.0154,-200,-200,-200,777
20.3,41.3,0.9745,-200,-200,-200,640
20.2,45.6,1.0663,-200,-200,-200,741
20.8,37.4,0.9107,-200,-200,-200,483
21.6,35.9,0.9164,-200,-200,-200,522
22,35.7,0.9329,-200,-200,-200,718
19.9,42,0.9665,-200,-200,-200,798
19.2,46.3,1.0158,-200,-200,-200,1174
17.9,56.9,1.1545,-200,-200,-200,891
14.7,75.5,1.2554,-200,-200,-200,799
15.1,78.9,1.3409,-200,-200,-200,855
17.2,66.7,1.2987,-200,-200,-200,734
15.4,73.2,1.2755,-200,-200,-200,691
16.5,68.5,1.2753,-200,-200,-200,557
16.4,70.3,1.3031,-200,-200,-200,523
15.4,78.1,1.3557,-200,-200,-200,610
15.8,75.5,1.3436,-200,-200,-200,574
16,69.5,1.2549,-200,-200,-200,470
15,71,1.2032,-200,-200,-200,434
13.9,75.2,1.1884,-200,-200,-200,507
15.9,62.1,1.1103,-200,-200,-200,467
15.9,61,1.0911,-200,-200,-200,591
17.1,58.7,1.1332,-200,-200,-200,717
19.2,51.9,1.1404,-200,-200,-200,774
21.5,42.6,1.0798,-200,-200,-200,697
21.6,39.9,1.0156,-200,-200,-200,701
21.6,40.4,1.0309,-200,-200,-200,752
22,37.3,0.9768,-200,-200,-200,760
22.1,35.2,0.9253,-200,-200,-200,505
22.4,36,0.9621,-200,-200,-200,529
20.9,40.3,0.9866,-200,-200,-200,832
19.8,41.5,0.9489,-200,-200,-200,904
18.2,46,0.9538,-200,-200,-200,1050
17.3,50.3,0.9837,-200,-200,-200,1000
15.8,57.6,1.0271,-200,-200,-200,911
15.5,59.7,1.0413,-200,-200,-200,858
15.5,60.6,1.0574,-200,-200,-200,903
15.8,59.9,1.0676,-200,-200,-200,781
14.8,64.3,1.073,-200,-200,-200,714
14.8,64.7,1.0788,-200,-200,-200,625
13.8,67.6,1.0581,-200,-200,-200,568
14.5,65,1.0672,-200,-200,-200,616
14,67.4,1.0703,-200,-200,-200,710
12.6,73.6,1.0699,-200,-200,-200,953
13.3,70.4,1.0711,-200,-200,-200,1271
14.4,65.8,1.0773,-200,-200,-200,1447
16.8,57.8,1.0947,-200,-200,-200,1296
19.7,49.3,1.1199,-200,-200,-200,1217
21.1,47.2,1.1659,-200,-200,-200,1341
22.2,43.2,1.1427,-200,-200,-200,1180
21.4,47.2,1.1927,-200,-200,-200,1365
19.9,55.4,1.2702,-200,-200,-200,1410
20.3,54,1.2744,-200,-200,-200,1529
20,56.5,1.3051,-200,-200,-200,1573
19.7,57.8,1.3138,-200,-200,-200,1810
19.3,59,1.3077,-200,-200,-200,1834
18.5,60.3,1.2706,-200,-200,-200,1672
17.8,66.3,1.341,-200,-200,-200,1686
17.6,65.9,1.3175,-200,-200,-200,1302
17.5,63.5,1.2622,-200,-200,-200,1023
16.5,67.2,1.2491,-200,-200,-200,992
16.2,69.1,1.259,-200,-200,-200,960
14.9,74.7,1.2564,-200,-200,-200,955
14.1,76.7,1.2273,-200,-200,-200,887
14,76.6,1.2202,-200,-200,-200,851
14.9,73.8,1.24,-200,-200,-200,903
15.2,73.1,1.257,-200,-200,-200,954
15.2,73.4,1.2626,-200,-200,-200,1107
15.2,74.7,1.2824,-200,-200,-200,1442
15.8,71.7,1.278,-200,-200,-200,1818
16.6,68.4,1.2829,-200,-200,-200,1802
17.6,64.9,1.2925,-200,-200,-200,1671
18.3,63.8,1.331,-200,-200,-200,1710
19.4,61.1,1.3652,-200,-200,-200,1746
20.9,58.1,1.4193,-200,-200,-200,1495
22,54,1.4114,-200,-200,-200,1203
22.8,53,1.4482,-200,-200,-200,1252
21.7,57.6,1.4756,-200,-200,-200,1528
21.3,60.8,1.5205,-200,-200,-200,1629
21.2,61.7,1.5309,-200,-200,-200,1608
21.2,62.2,1.5473,-200,-200,-200,1664
20.8,65.1,1.5782,-200,-200,-200,1666
19.9,69,1.5877,-200,-200,-200,1594
18.8,73.7,1.5785,-200,-200,-200,1421
19.2,71.3,1.5723,-200,-200,-200,1337
19,71.6,1.5549,-200,-200,-200,1270
19.5,69.7,1.5596,-200,-200,-200,1156
19.4,70.1,1.5626,-200,-200,-200,1124
18.4,74.5,1.5634,-200,-200,-200,1049
18.7,73.4,1.5701,-200,-200,-200,1044
18.4,74.6,1.5631,-200,-200,-200,1109
18.5,74.4,1.5661,-200,-200,-200,1224
18.8,73,1.5737,-200,-200,-200,1611
19.9,69.9,1.6036,-200,-200,-200,2004
21.3,66.1,1.6556,-200,-200,-200,1776
23,61.8,1.7135,-200,-200,-200,1723
22.4,64.6,1.7271,-200,-200,-200,1916
23.8,59.9,1.7376,-200,-200,-200,1955
24.7,56.9,1.7472,-200,-200,-200,1894
25.4,55.1,1.761,-200,-200,-200,1823
25.7,54.5,1.7684,-200,-200,-200,1793
24.8,57.7,1.7765,4.7,652,167,1956
24.6,58.9,1.8005,8,895,194,2203
23.9,61.8,1.8088,7.7,826,172,2073
23,65.9,1.8319,6.8,648,134,1923
22.4,67.7,1.8161,6,629,130,1780
22,69.2,1.8061,4.7,529,113,1609
21.8,69.6,1.79,3.4,405,99,1466
21.9,68.3,1.7699,3.9,461,109,1504
21.7,69.7,1.7872,4.4,486,105,1518
21.3,70.3,1.7574,3.3,335,91,1289
20.8,71.7,1.7415,2,210,77,1076
21.4,69,1.7421,1.5,-200,-200,947
21.4,69.3,1.7515,-200,99,59,970
21.3,69.5,1.7447,0.8,149,60,900
21.5,67.5,1.708,1.3,203,72,1034
21.9,64.8,1.683,2.7,332,83,1235
22.6,61.4,1.6645,3.6,446,104,1455
22.6,61.5,1.6636,3.6,524,119,1478
25.5,52.3,1.6796,2.6,347,105,1393
27,47.6,1.67,2,273,91,1237
25.2,53.3,1.6834,3.3,404,103,1373
26.6,49.3,1.6872,2.6,-200,-200,1310
27.2,48.5,1.7172,2.1,312,111,1287
26.9,50,1.7507,2.9,369,101,1413
26.5,52.2,1.7769,3,362,102,1483
27,51,1.7936,3.2,335,101,1539
25.9,55.8,1.8347,4.4,447,118,1691
25.1,59.4,1.8632,6,576,120,1846
24.7,58.7,1.8001,5,486,107,1665
23.6,62.2,1.7863,4.3,439,104,1577
22.4,67.1,1.794,4.3,462,91,1603
21.6,69.2,1.763,4.2,441,91,1530
21.3,68.5,1.7164,2.2,223,74,1205
21.2,68.6,1.7046,1.3,126,63,999
20.3,70.6,1.6659,1,116,57,904
20.8,67.3,1.6353,0.7,-200,-200,843
19.6,71.3,1.612,-200,125,48,843
18.7,74.4,1.5861,0.9,198,49,886
19.8,69.2,1.5808,1,185,55,911
19.8,69.4,1.5859,2.8,425,78,1319
20.4,66.7,1.5781,4.1,465,91,1927
22.3,60.6,1.6069,2.9,341,88,1554
22.6,59.9,1.6246,2.7,316,83,1565
24.5,54.5,1.6514,2.1,241,81,1462
24.4,55.4,1.6712,2.4,266,83,1487
26,51.9,1.7148,3.8,412,111,1690
26.8,49.1,1.7101,3.7,394,112,1603
26.4,49.8,1.6928,3.7,365,112,1568
26.9,48.6,1.7017,5.5,548,137,1743
26.2,48.9,1.634,5.4,494,152,2007
24.3,54.3,1.6276,8.4,686,163,2235
23.3,58.1,1.6457,6.8,556,135,1998
22.3,62.5,1.6616,4.5,467,119,1795
21.3,66.1,1.6556,2.5,297,91,1407
21.2,65.7,1.6319,1.6,164,74,1211
20.3,68.1,1.6009,1.7,196,73,1202
20.4,66.7,1.583,1.7,201,71,1136
19.9,67.5,1.5544,1.1,132,57,946
19.1,70,1.5331,1,146,51,915
19.3,68.1,1.5139,0.8,-200,-200,864
19.6,66.9,1.5125,-200,94,42,836
18.1,72.1,1.4834,0.7,127,43,842
18.1,72.3,1.4927,1.2,217,52,1002
17.6,74.8,1.491,2.3,394,65,1165
18.2,72.8,1.5048,3,511,69,1294
20.2,65.8,1.5374,3.3,523,91,1475
21.6,61.4,1.5696,2.8,471,92,1436
23.3,57.5,1.6169,3,441,102,1465
25,52.4,1.6356,3.4,414,118,1583
25.4,50.8,1.6275,3,317,111,1432
26.1,47.1,1.5724,2.3,230,101,1270
27,44.2,1.549,3.1,365,119,1354
27.2,43,1.5246,3,360,115,1318
25.6,48.3,1.5641,3.3,420,120,1351
23.3,57.9,1.6376,4,475,115,1530
22.2,63.6,1.6763,4.6,526,118,1615
21.6,67.7,1.7228,4.1,460,117,1415
21,69.3,1.7058,2.3,255,96,1219
20.3,70.5,1.6599,2.6,283,89,1307
20,69.5,1.6109,2.6,271,84,1297
19.7,70.1,1.5891,2.9,315,97,1321
19.5,70.7,1.5851,2.1,227,68,1133
19.4,71.4,1.5959,2.1,243,66,1124
19.3,71.1,1.5746,1.5,-200,-200,997
18.7,73.8,1.5704,-200,142,51,952
18,75.4,1.5441,1.4,139,48,972
17.3,78.4,1.532,1.2,182,47,965
17.5,76.6,1.5174,1.5,196,48,984
20,66.7,1.5401,0.9,108,45,880
19.1,70,1.5366,1.4,175,59,1001
21.4,61.7,1.5547,2.1,266,84,1137
24.6,50.4,1.5363,1.6,179,72,1023
25,49.1,1.5295,1.5,154,68,962
25.3,46.7,1.4874,1.1,95,52,825
24.8,47.9,1.4819,1.4,151,70,877
25.3,48,1.5249,2,230,90,1046
26.5,44.9,1.5278,2,239,87,1060
25,50.1,1.563,2.5,306,99,1155
22.9,57.6,1.5885,4.3,472,128,1464
21.7,62.9,1.6117,5.2,532,127,2185
21.8,63,1.619,3.4,375,99,1959
21.2,63.4,1.5748,1.3,147,72,1375
20.2,65.8,1.535,1.2,118,62,1212
18.4,71.5,1.5038,1.7,181,62,1273
17.9,72.4,1.4758,1.7,209,63,1249
16.9,75.4,1.4393,1.4,167,56,1097
16.5,75.5,1.4056,0.9,112,44,933
15.4,79,1.3735,0.7,-200,-200,858
15.5,78.6,1.37,-200,108,37,870
16.2,76.9,1.4029,0.9,181,48,1013
15.8,79.6,1.417,1.2,253,59,1087
16,76.3,1.3772,3.2,521,77,1566
16.3,74.3,1.3644,4.4,649,88,1631
18.7,66.3,1.414,3.5,516,111,1564
20.5,60.2,1.4346,3.2,487,114,1601
19.3,66.2,1.4706,3,529,108,1539
20,63.9,1.4805,3.5,565,111,1577
21.4,59.4,1.4928,4,558,126,1732
21.5,60.9,1.5398,3.8,568,117,1672
21.6,60.9,1.5551,4.2,605,119,1744
21.6,62,1.5784,5,666,125,1845
21.7,61.9,1.592,7.9,814,158,2164
21,64.9,1.5987,8.4,860,149,2106
20,68.6,1.5882,8,820,136,2007
19.3,71.4,1.5805,6.4,742,112,1791
18.5,73.4,1.5461,3.5,492,87,1444
17.7,75.6,1.5226,3.5,464,82,1373
18.5,70.4,1.487,1.9,258,67,1110
17,76.1,1.4582,2.2,311,68,1099
16.8,74.9,1.4258,1.6,231,60,968
15.5,78.5,1.3782,1,127,48,847
15.3,79,1.3605,1,-200,-200,852
15,77.9,1.3197,-200,124,42,799
14.8,79.4,1.3312,0.9,138,46,834
15.7,77,1.3591,1.4,228,54,956
16.2,75.9,1.3872,3,383,82,1259
16.3,75.9,1.3991,4.5,581,93,1494
17.7,70.6,1.4202,3.8,545,95,1458
18.3,67.6,1.4103,3.4,593,120,1491
20.1,62,1.4409,3.5,602,132,1560
22.6,54.5,1.4737,4.4,624,146,1750
24.6,47.1,1.4378,4,546,157,1709
24.9,48.3,1.4942,4.5,597,158,1786
24.9,50,1.5522,5.3,688,175,1900
24,55,1.6211,5.8,760,166,1963
23.2,58.7,1.651,8.4,918,187,2161
22.5,61.5,1.6579,9.5,952,180,2372
22.2,61,1.6071,6.2,685,134,2062
22.6,58.3,1.5829,5,561,127,1736
21,57.4,1.4098,2.1,239,95,1192
19.8,63.7,1.4524,1.4,175,79,1043
17.7,78.8,1.5855,1.6,169,78,948
17.6,80.5,1.6062,2,215,80,992
17.4,81.3,1.6066,1.2,115,67,867
17.4,81,1.6012,0.8,94,61,825
17.2,81.8,1.5856,0.6,-200,-200,803
17,81,1.5521,-200,80,51,786
16.8,81.3,1.5447,0.7,132,56,866
17.6,78.8,1.5723,1.7,295,68,1113
18,75.7,1.5527,3.4,517,101,1384
18,74.8,1.5281,4.9,555,119,1516
18.2,74,1.5343,2.7,429,108,1222
19.7,65.4,1.4854,3.2,561,132,1354
21,57.9,1.4267,2.7,427,130,1291
20.7,58.6,1.4142,3.2,445,129,1308
19.5,67.1,1.506,4.1,538,117,1420
18.5,76.2,1.6045,3.6,556,119,1297
19.6,69.7,1.5675,2.8,370,113,1157
19.9,65.3,1.5066,2.1,257,102,1130
20,63.3,1.4622,2.4,266,101,1195
19.2,66.4,1.4592,3.6,403,116,1341
19.3,67.5,1.4977,2.6,275,101,1228
18.2,71.4,1.4776,2.8,338,94,1273
17.8,71.2,1.4396,1.4,176,75,1006
17.6,69.9,1.3969,1.1,159,69,898
16,75.9,1.3721,1.3,147,60,894
16.9,72,1.3749,0.9,99,58,789
15.7,76.3,1.3519,1,98,51,805
14.8,78.7,1.3169,0.9,109,45,770
14.8,79.7,1.3286,0.7,-200,-200,776
14.6,79.9,1.3156,-200,112,41,744
15.2,78,1.3382,0.8,163,48,825
15.5,77.2,1.3502,1.6,326,61,1013
15.7,76.4,1.3558,3.4,640,88,1341
16,76.4,1.3751,4.4,736,102,1528
16.7,73.8,1.3886,3.5,667,97,1432
18.6,66.3,1.4047,3.4,677,116,1499
20.4,58.1,1.3762,2.4,425,112,1236
20.6,57.3,1.3792,2.3,349,101,1180
21.6,53.6,1.3669,2.6,332,99,1196
21.4,55.6,1.4015,2.9,412,113,1301
20.7,63,1.5204,4.4,631,122,1646
21.3,61.9,1.5463,5,677,139,1720
20.8,64,1.5522,6.5,761,149,1852
20.3,66.7,1.5656,5.9,650,136,1670
19.7,64.5,1.4594,2.7,262,103,1208
19.4,64,1.4282,2.5,292,112,1160
20.1,60.8,1.4152,1.5,177,88,937
20.4,60.4,1.4263,1,103,63,783
20.1,62.6,1.4543,1.2,127,69,807
19.9,64.9,1.4905,1,119,65,729
18.2,74.7,1.5441,0.8,83,50,612
18.4,73.8,1.5463,0.6,65,43,574
18.7,73.5,1.5664,0.6,-200,-200,579
18.2,76.6,1.5907,-200,84,56,687
18.5,76.4,1.6112,1.1,200,69,856
19.3,71.6,1.5844,1.3,242,91,976
20.2,66.9,1.5643,2.9,366,111,1208
20.8,64.7,1.5692,3.7,404,124,1400
21.9,61.8,1.6021,3,429,119,1278
23.5,57.7,1.6515,1.4,169,77,934
19.8,81,1.8538,2.6,419,101,1073
20.2,86.5,2.0224,4.2,603,116,1363
20.2,82.2,1.9184,5.1,589,137,1346
19.7,82.2,1.8669,5.5,706,163,1393
20.2,79.1,1.85,4.5,592,144,1255
20.1,75.4,1.751,2.7,305,118,1213
20.2,72.3,1.6893,3.1,371,135,1332
20,73.3,1.693,4.2,465,129,1430
18.3,74.9,1.5583,3.1,390,128,1102
18.9,70.4,1.5259,1.7,227,103,895
17.3,76.3,1.4919,1.8,284,116,905
17.1,77.9,1.5081,1.7,211,95,869
17.3,79.3,1.5569,2.1,297,107,982
17.3,79.9,1.5643,2.4,351,108,999
16.9,80.6,1.5372,1.8,259,94,881
16.9,81.4,1.551,1.5,214,84,868
16.8,81.5,1.5418,1.4,-200,-200,843
16.9,79.8,1.5238,-200,173,72,833
16.7,79.7,1.503,1,192,76,825
16.8,79,1.4978,1.4,237,82,901
16.8,79.8,1.5115,2.4,413,94,1090
16.9,79.9,1.5253,3.1,455,102,1165
17.4,79.3,1.5593,3,493,106,1201
18,76.6,1.5706,2.7,482,108,1231
21.2,64.4,1.6015,4,599,152,1461
22.4,60.8,1.6261,3.7,481,160,1434
22.6,61.1,1.6596,3.4,406,133,1399
23.6,57.3,1.645,3.4,419,147,1417
23.5,58.3,1.664,3.2,387,135,1395
22.9,61.6,1.7014,3.9,461,135,1442
22.3,64.3,1.7055,3.7,493,129,1425
21.6,68,1.7305,4.3,532,117,1496
21.2,67.4,1.6755,4.9,581,116,1551
20.8,65.8,1.6001,4,494,109,1381
20.4,64.8,1.5379,2.8,392,96,1229
20.1,66.7,1.5548,2.4,311,90,1082
19.5,70,1.5711,1.9,236,82,963
19.3,70.4,1.5578,2,270,86,939
19.7,68.6,1.5563,1.5,199,72,825
19.7,68.2,1.5484,1.3,146,61,811
19.9,68.4,1.5673,1,-200,-200,720
18.4,74.2,1.5581,-200,74,45,627
18.9,71.3,1.5449,0.5,55,37,589
18.1,79,1.6224,0.4,43,31,540
20.4,71.2,1.6834,0.4,46,30,551
20.6,70.7,1.6996,0.9,139,41,742
19.3,74.1,1.6391,1.3,169,64,824
22.2,64.4,1.7005,2.1,254,74,1059
23,64.6,1.7851,2.4,303,77,1144
24.3,57.4,1.7233,2,259,83,994
22,67,1.7441,1.8,226,71,1014
22.9,65.7,1.8148,1.5,161,62,924
23.2,63.9,1.7957,1.6,182,62,1023
23,62.3,1.7248,2.2,289,79,1033
22.4,63.2,1.6878,2.3,340,93,1065
21.7,66.6,1.7077,6.6,544,106,1516
21.2,70.3,1.7476,4.7,543,100,1648
20.8,70.9,1.7203,4.1,501,89,1466
20,73.2,1.6965,4.1,521,83,1365
19.7,73.7,1.6708,2.7,352,76,1247
19.9,72.6,1.6681,2.6,321,68,1183
20.1,71.3,1.6564,3.2,318,69,2150
20.1,71.1,1.6498,3.7,338,77,2519
19.6,73.2,1.6543,3.5,353,68,1925
19.1,75.8,1.6568,3,-200,-200,1762
18.4,77.9,1.6389,-200,291,52,1579
18.4,78.1,1.637,2.7,279,49,1599
19.2,74.7,1.6398,1.8,200,45,1395
19.4,75.1,1.6766,1.3,180,51,1323
19.1,75.6,1.6519,1.5,213,51,1309
20.3,71.1,1.6803,1.9,266,62,1441
23.1,61.3,1.7131,2.2,247,74,1830
25.1,56,1.7565,2.6,326,88,1704
25.8,56.1,1.841,2.7,319,90,1576
23.7,68.2,1.9739,2.5,320,91,1305
23.1,70.8,1.98,1.5,174,64,991
23.9,66.3,1.9361,2,216,72,1148
23.8,65,1.8897,3.1,376,88,1307
23.2,65.6,1.8435,3.7,496,110,1386
21.8,72.7,1.8789,4,523,95,1420
21.7,67.3,1.7256,4.1,465,91,1341
21.3,66.3,1.6594,3.1,407,94,1258
20.4,71.6,1.7004,3.2,412,86,1245
19.6,75.3,1.6981,3.2,403,79,1231
19.3,75.8,1.6762,2.7,357,71,1151
18.4,76.3,1.6017,2.3,259,62,1048
18.2,76.4,1.5787,1.6,227,56,928
17.9,74.8,1.5219,1.1,147,49,813
17.5,74.5,1.4781,0.7,-200,-200,753
17.2,74,1.4388,-200,72,38,709
17.6,73.2,1.4555,0.6,96,35,721
17.9,69.3,1.4099,0.5,73,37,710
16.1,76.3,1.3902,1.5,309,56,951
17.1,72.8,1.4054,3.4,607,85,1336
20.8,57.9,1.407,4.4,562,112,1489
20.6,60.2,1.4428,4.4,560,107,1558
22.1,56.6,1.4851,5.8,844,151,1944
24,50,1.4679,4.9,667,151,1782
25.7,45.6,1.487,5.1,583,150,1921
25.5,49.7,1.5985,7.5,726,190,2039
25.2,50.6,1.5989,5.8,674,168,1912
25.4,50.7,1.6187,5.9,544,127,1827
24.4,56,1.6885,6.8,715,140,1919
23,62.1,1.7283,7.9,789,158,2013
21.8,65.3,1.6889,8,737,121,1919
20.9,67.5,1.6539,9.2,859,119,1927
20.2,68.6,1.6034,5.9,668,96,1573
19.3,70.8,1.5728,3.7,454,77,1325
19.2,68.8,1.5097,2.6,337,66,1203
20.4,61.1,1.4495,1.1,127,56,947
18,71.5,1.4615,2.6,281,62,1106
17.5,73.2,1.4515,2.2,252,58,1045
17.2,71.7,1.394,0.9,-200,-200,827
16.4,74.4,1.3779,-200,65,37,777
16.8,71.9,1.3628,0.5,69,35,748
16.9,70.5,1.3504,0.7,151,50,833
17,70.1,1.3512,1.3,231,64,960
18.8,62.5,1.3401,2.2,297,75,1157
20.3,58.4,1.3745,3.7,515,101,1444
23.7,49.1,1.423,3.7,499,94,1522
26.6,42.8,1.4713,3.4,445,95,1452
26.2,43.5,1.4591,3.4,464,124,1437
26.3,43.6,1.4663,2.6,298,86,1209
26.6,42.5,1.4568,2.5,266,79,1170
26.3,43.7,1.4718,2.5,323,87,1190
25.6,46.2,1.4903,2.7,352,94,1278
25.1,47.6,1.4983,3.2,372,107,1305
23.8,51.4,1.4956,3.7,383,107,1364
23.3,53.1,1.496,4.6,455,117,1428
22.4,55.2,1.4735,3.3,355,97,1285
21.7,57.7,1.4766,2.4,267,90,1143
20.5,63,1.5043,2.8,308,86,1235
19.5,67.6,1.5156,2.7,313,77,1208
18.7,69,1.4727,1.8,216,66,1041
19.3,65.5,1.45,1.1,137,57,897
17.6,70.8,1.4105,1.2,140,55,862
16.8,72.9,1.3851,0.8,-200,-200,816
17.8,68.1,1.3722,0.6,94,40,747
16.1,73.5,1.3329,0.5,79,40,727
15.8,73.5,1.3151,0.7,156,46,799
17,68,1.3102,0.8,153,53,807
16,72.2,1.3077,3.5,464,84,1324
17.8,65.4,1.3213,3.6,435,88,1404
20.6,56,1.3467,-200,683,143,1605
23.6,48,1.3757,-200,523,130,1478
23.7,49.8,1.4433,-200,460,120,1414
24.7,47.4,1.4527,-200,417,139,1465
25.9,42.8,1.4122,-200,486,139,1588
26.8,43.3,1.4977,-200,512,156,1651
26.6,45.5,1.5555,-200,595,143,1652
24.8,53.9,1.6683,-200,1052,186,2110
23.1,61.1,1.7082,8.7,1014,171,2204
22.2,63.7,1.6865,5.8,633,124,1780
21.1,66.1,1.6313,4.3,485,97,1590
20,69,1.5956,3.6,480,92,1419
19.1,72,1.5732,3.9,572,96,1415
18.8,70.6,1.5209,2.4,345,74,1180
18.5,69.5,1.4657,1.6,195,65,1015
18.4,68.5,1.439,1.8,213,62,1014
16.8,73.3,1.3915,1.5,216,59,938
17.9,66.8,1.3596,0.7,-200,-200,777
16.5,71,1.3239,0.5,73,41,723
16.9,67.9,1.295,0.4,67,38,702
16.1,69.3,1.2591,0.5,96,43,725
16.1,69.6,1.2593,0.8,162,52,836
16.2,70.1,1.2837,2,305,75,1129
16.5,69.3,1.2897,6.2,725,118,1718
19.6,58.3,1.3141,4.5,658,126,1646
20.7,55.5,1.3414,4.6,710,151,1664
20.8,56.3,1.3664,3.3,445,107,1496
21.7,53.1,1.3649,3.6,455,114,1506
23,49,1.362,4.4,524,125,1604
24.2,44,1.3078,4.3,527,138,1632
24.7,43.6,1.3396,5,601,144,1736
23,54.2,1.5066,8.1,1001,180,2165
21.4,60.9,1.5322,8,852,154,2152
20.3,61.4,1.4417,3.6,370,105,1556
20,63.2,1.4581,2.9,348,98,1389
19.1,64.4,1.405,2.7,361,93,1300
18.1,67.5,1.3855,1.9,255,76,1126
17.8,66.9,1.3464,1.3,162,69,982
17.6,66.5,1.3249,1.2,166,66,941
16.1,71.2,1.2948,1.8,247,76,1010
15.5,73.3,1.2845,1.9,255,73,985
15.4,72.8,1.2633,1.5,-200,-200,889
15.6,70.8,1.2461,0.9,129,54,791
17,64.5,1.2374,0.5,83,44,710
14.9,72.3,1.2186,0.6,114,45,743
14,76.6,1.2183,1.1,233,58,857
14.6,74.2,1.2256,2.8,448,87,1143
15.9,69.8,1.253,2.9,455,97,1210
18.4,61.3,1.2854,1.7,254,80,1060
20,56.7,1.3078,2.3,313,82,1252
20.4,57,1.3507,3.3,490,112,1435
20.7,59.3,1.4283,3.5,496,121,1544
21.7,54.8,1.4024,3.8,514,132,1600
22,54.2,1.4096,3.4,454,141,1534
21.4,57.1,1.4356,3.8,507,130,1495
20.8,58.7,1.4259,3.6,474,113,1442
20.1,59.6,1.3852,3.5,404,101,1340
20,58.4,1.3473,2.8,356,91,1231
19.5,58.9,1.3195,2.5,345,90,1128
19.5,57.4,1.2874,3.1,395,90,1188
19.1,59.2,1.295,1.8,249,83,998
18.8,59.1,1.2702,1.6,197,73,944
18,60.4,1.2331,1.9,224,80,928
17.5,60.7,1.2009,2,231,87,1037
17.5,59.4,1.1768,1.4,177,79,930
17.1,59.2,1.1477,1.2,-200,-200,803
17,52.3,1.0009,-200,98,56,665
16.1,49.8,0.9021,0.7,64,42,533
15.5,51.5,0.9026,0.4,44,31,449
15.1,52,0.8878,0.4,53,35,440
14.9,46.8,0.7885,0.5,94,51,453
15.5,42.4,0.74,0.7,100,58,465
16.6,38.2,0.7186,0.7,98,57,457
18,34.7,0.7089,0.7,115,63,475
18,35.1,0.7176,1,115,61,532
17.6,33.8,0.6726,1,76,34,526
17.5,33.7,0.6691,0.9,55,26,520
17.2,33.9,0.6591,0.9,59,28,500
16.8,32.1,0.6073,0.9,95,50,482
16,34.1,0.6155,1.1,107,55,539
14.8,37.5,0.6259,3.2,189,84,943
14.4,39.2,0.6407,3.1,386,140,1016
14.1,43,0.6883,3.1,412,138,1063
13.4,48.4,0.7397,2.3,342,127,1034
12.7,51.2,0.7505,1.8,255,117,864
9.9,71.4,0.8736,0.8,89,57,500
10.2,71.6,0.8893,0.9,106,59,537
10.6,61.3,0.7856,0.8,109,62,524
11.1,55.6,0.7344,0.7,67,42,457
11.5,50.4,0.6815,0.4,-200,-200,360
11.3,49.5,0.6615,0.2,13,13,333
10.8,50.9,0.657,0.2,20,18,339
10.9,50.1,0.6519,0.3,33,26,358
10.8,49.7,0.6429,0.7,146,72,494
10.7,50.4,0.6467,1.7,359,131,828
10.9,50,0.6531,1.8,322,133,769
12.1,46.5,0.653,1.5,293,116,714
12.4,44.1,0.6324,1.3,255,117,672
13,40.1,0.5989,1.2,233,103,671
13.4,36.3,0.5556,1.3,220,100,631
13.1,38.5,0.5776,1.8,246,105,805
11.5,46.4,0.6302,1.7,272,121,808
13.1,40.4,0.606,2.2,358,132,964
13,39.3,0.5877,3.2,514,156,1188
11.3,50.9,0.679,5.9,742,183,1571
10.6,53.4,0.6818,6.6,-200,-200,1580
9.5,57.9,0.6877,-200,-200,-200,1426
8.6,60.5,0.6788,-200,-200,-200,1239
8.5,59.7,0.6649,-200,-200,-200,1064
7.9,61.4,0.6582,-200,-200,-200,987
7.1,63.6,0.6442,-200,-200,-200,873
7.2,62.2,0.6362,-200,-200,-200,783
5.6,67.9,0.6247,-200,-200,-200,719
5.1,68.7,0.6077,-200,-200,-200,660
4.4,71.4,0.6024,-200,-200,-200,613
4.1,73.1,0.6074,-200,-200,-200,627
3.2,76.8,0.5963,-200,-200,-200,697
3.7,76.2,0.6137,-200,-200,-200,915
4.9,70.7,0.6193,-200,-200,-200,1399
7.1,62,0.6265,-200,-200,-200,1495
8.1,59.1,0.6397,-200,-200,-200,1499
11.1,48.8,0.643,-200,-200,-200,1720
11.3,46.5,0.6194,-200,-200,-200,1210
12.5,42.3,0.6104,-200,-200,-200,1123
12.5,42.8,0.6177,-200,-200,-200,1209
12.6,42.4,0.6159,2.1,-200,-200,1144
13.8,40.7,0.6405,1.5,-200,-200,847
11,58.8,0.7705,1.6,-200,-200,923
8.3,76.5,0.8426,3.5,-200,-200,1166
8.6,75.5,0.8469,4.6,-200,-200,1280
8.8,76.6,0.8678,4.7,-200,-200,1193
8,81,0.8714,3,-200,-200,966
7.3,85.7,0.8818,1.5,-200,-200,752
6.5,85.6,0.8353,0.9,-200,-200,594
6.5,83.5,0.8116,0.8,-200,-200,545
6.9,82.3,0.8244,0.7,-200,-200,555
7.3,78.1,0.8041,0.6,-200,-200,543
7.9,68,0.7265,0.3,-200,-200,420
